userid,country_code,orders,revenue,tenure,unique_product,client_status
337131,JP,1,135.36,90,1,Inactive
337187,GB,5,552,0,5,Inactive
337194,ZA,1,132,63,1,Inactive
337201,GB,1,36,0,1,Inactive
337222,VN,1,192,0,1,Active
337264,RU,1,132,0,1,Inactive
337278,US,1,72,0,1,Inactive
337306,NZ,2,270,7,2,Inactive
337320,CA,1,78,56,1,Inactive
337327,GB,2,192,2,2,Inactive
337341,CA,1,78,1,1,Inactive
337355,US,1,72,75,1,Inactive
337488,RU,1,36,0,1,Inactive
337516,IT,2,204,204,2,Inactive
337544,CA,1,30,7,1,Active
337551,US,1,144,19,1,Inactive
337607,US,1,120,10,1,Inactive
337670,US,1,132,0,1,Active
337698,US,1,1860,28,1,Active
337740,BR,1,84,32,1,Inactive
337838,BR,2,132,74,2,Active
337852,US,1,72,1,1,Inactive
337866,US,1,28.8,66,1,Active
337873,CA,1,30,2,1,Inactive
337894,ES,2,102,0,2,Inactive
337971,US,1,72,23,1,Inactive
337999,US,1,96,28,1,Inactive
338013,US,2,174,180,2,Inactive
338055,GB,1,72,1,1,Inactive
338062,MY,1,1140,29,1,Inactive
338083,CO,2,1668,33,2,Inactive
338090,VN,2,402.72,127,2,Inactive
338132,CA,1,78,2,1,Inactive
338174,JP,1,56.4,62,1,Inactive
338188,DE,1,36,7,1,Inactive
338230,BR,1,36,53,1,Inactive
338237,VN,4,725.76,88,4,Inactive
338258,GR,1,132,0,1,Inactive
338279,VN,1,72,2,1,Inactive
338300,IT,1,156,87,1,Active
338328,BR,1,148.4,55,1,Inactive
338335,US,1,72,60,1,Inactive
338391,VN,1,102,1,1,Active
338405,VN,1,6840,0,1,Inactive
338412,BR,1,132,0,1,Inactive
338454,BR,1,156,91,1,Active
338475,US,1,100.8,17,1,Inactive
338650,US,2,204,25,2,Inactive
338657,BR,1,84,93,1,Inactive
338713,HU,1,72,12,1,Inactive
338727,MA,1,120,57,1,Inactive
338734,BE,1,390,80,1,Inactive
338741,BR,1,312,36,1,Active
338818,NO,1,84,1,1,Inactive
338839,BR,1,84,103,1,Active
338867,US,1,72,79,1,Inactive
338944,US,1,72,8,1,Inactive
338979,US,1,132,0,1,Inactive
339000,US,2,408,0,2,Active
339035,US,1,396,24,1,Inactive
339070,US,3,1230,278,3,Active
339084,US,1,72,30,1,Inactive
339091,US,1,30,94,1,Active
339126,US,1,90,30,1,Active
339147,MY,1,102,0,1,Inactive
339154,DE,1,84,1,1,Inactive
339189,US,1,318.6,30,1,Inactive
339196,GB,1,30,58,1,Inactive
339224,US,3,1626,171,3,Inactive
339238,IN,1,72,0,1,Inactive
339266,JP,1,102,0,1,Inactive
339322,US,1,72,18,1,Inactive
339329,CL,2,252,0,2,Inactive
339364,US,1,30,0,1,Inactive
339385,CO,1,72,35,1,Inactive
339427,GB,1,120,32,1,Inactive
339434,US,1,1140,25,1,Inactive
339518,VN,2,276,2,2,Active
339623,US,1,72,0,1,Inactive
339819,AU,1,72,80,1,Active
339826,RU,2,162,90,2,Inactive
339833,LK,1,132,0,1,Inactive
339868,JP,1,102,0,1,Inactive
339882,MA,1,120,0,1,Inactive
339959,US,1,132,82,1,Inactive
339994,TR,1,132,0,1,Inactive
340043,GB,1,948,28,1,Inactive
340071,US,1,72,2,1,Inactive
340106,NL,1,1296,23,1,Inactive
340120,AU,1,198,25,1,Inactive
340134,CA,1,78,0,1,Inactive
340155,AU,1,72,31,1,Inactive
340239,CA,1,78,25,1,Inactive
340260,AF,1,696,25,1,Inactive
340288,IN,4,3549.96,200,3,Inactive
340302,JP,1,72,1,1,Inactive
340316,IT,2,960,46,2,Inactive
340358,US,1,600,56,1,Inactive
340407,MX,2,102,132,2,Inactive
340435,CN,1,72,2,1,Inactive
340442,BR,1,84,92,1,Inactive
340456,CA,2,150,2,2,Inactive
340484,US,1,72,3,1,Inactive
340505,US,1,120,98,1,Active
340547,US,1,132,12,1,Active
340729,NZ,1,72,67,1,Inactive
340743,NZ,1,72,34,1,Inactive
340792,US,1,30,27,1,Inactive
340806,US,2,174,31,2,Inactive
340820,SG,1,102,27,1,Inactive
340827,US,1,72,0,1,Inactive
340848,LT,1,552,82,1,Inactive
340876,ID,1,239.4,23,1,Inactive
340890,TH,1,84,34,1,Inactive
340904,US,1,72,68,1,Active
340925,EE,1,330.6,17,1,Inactive
340932,US,1,180,89,1,Inactive
341023,BR,1,84,11,1,Inactive
341072,IN,1,72,49,1,Inactive
341086,US,1,72,1,1,Inactive
341107,JP,1,72,1,1,Inactive
341121,JP,1,132,0,1,Inactive
341135,IL,2,1530.24,52,2,Inactive
341142,US,1,72,0,1,Inactive
341163,BR,1,84,34,1,Inactive
341212,CA,1,78,51,1,Inactive
341219,PL,2,204,3,2,Inactive
341226,US,1,144,9,1,Inactive
341240,MA,1,120,17,1,Inactive
341345,MK,1,132,55,1,Active
341352,JP,1,30,50,1,Inactive
341394,GB,1,120,0,1,Inactive
341443,US,1,90,12,1,Inactive
341450,PL,3,234,125,3,Inactive
341457,CA,1,72,6,1,Inactive
341464,US,1,72,0,1,Inactive
341520,GB,1,120,1,1,Inactive
341590,RU,1,36,33,1,Inactive
341604,GB,1,900,3,1,Inactive
341646,CA,1,78,4,1,Inactive
341653,ES,1,68.4,45,1,Inactive
341681,TN,1,156,33,1,Inactive
341688,US,1,96,4,1,Inactive
341716,US,1,30,0,1,Inactive
341751,US,1,72,1,1,Inactive
341765,JP,1,30,81,1,Inactive
341800,PL,1,36,0,1,Inactive
341821,GB,1,120,0,1,Active
341856,US,1,72,38,1,Inactive
341870,CA,1,72,1,1,Inactive
341884,AU,1,72,0,1,Inactive
341926,JP,1,72,18,1,Inactive
341933,US,1,132,1,1,Inactive
341940,CO,1,132,0,1,Inactive
341982,DE,1,156,0,1,Inactive
341989,US,1,72,0,1,Inactive
342010,IN,1,72,19,1,Inactive
342024,US,1,30,0,1,Inactive
342031,US,1,72,0,1,Inactive
342038,IN,1,30,3,1,Inactive
342052,CZ,3,210,122,3,Inactive
342059,TR,1,30,33,1,Active
342073,DE,2,168,62,2,Inactive
342080,US,1,30,0,1,Inactive
342094,US,1,180,28,1,Inactive
342101,US,1,96,29,1,Inactive
342108,US,1,72,9,1,Inactive
342199,US,2,405.6,48,2,Inactive
342213,AR,1,84,0,1,Inactive
342227,US,1,72,59,1,Inactive
342276,BY,1,288,85,1,Inactive
342318,BR,1,84,0,1,Inactive
342332,US,2,574.2,55,1,Active
342353,DE,1,156,0,1,Inactive
342360,US,1,379.2,89,1,Inactive
342409,AT,1,96,0,1,Inactive
342444,GB,1,96,4,1,Active
342451,NL,1,327.12,28,1,Inactive
342472,US,1,71.4,5,1,Inactive
342486,US,2,1003.2,91,2,Inactive
342521,GB,1,198,26,1,Inactive
342528,IN,1,72,0,1,Inactive
342542,US,1,72,42,1,Inactive
342598,US,1,72,5,1,Inactive
342626,ES,1,132,1,1,Inactive
342647,FR,2,240,82,2,Inactive
342661,AO,1,84,63,1,Active
342710,JP,2,276,121,2,Active
342717,IN,1,132,1,1,Active
342745,BE,1,30,0,1,Inactive
343011,US,1,72,29,1,Inactive
343032,US,2,360,58,2,Active
343060,FR,3,234,0,3,Inactive
343095,US,1,708,28,1,Inactive
343123,US,1,180,63,1,Active
343172,UA,1,556.8,61,1,Inactive
343179,DE,1,828,54,1,Active
343214,IN,1,72,0,1,Inactive
343235,GB,1,72,0,1,Inactive
343242,US,2,378,90,2,Inactive
343256,US,2,396,28,2,Inactive
343312,GB,1,72,28,1,Inactive
343319,US,1,72,5,1,Inactive
343340,BR,2,240,26,2,Inactive
343354,VN,2,264,30,2,Inactive
343361,MK,3,192,8,3,Inactive
343368,SE,1,390,24,1,Inactive
343375,BR,1,132,0,1,Inactive
343417,AE,1,72,32,1,Inactive
343445,DE,1,30,1,1,Inactive
343466,US,1,72,1,1,Inactive
343697,US,1,57.6,3,1,Inactive
343753,US,1,72,1,1,Inactive
343788,US,1,109.44,22,1,Inactive
343802,AU,2,102,89,2,Inactive
343809,CA,1,78,27,1,Inactive
343816,VN,1,100.8,28,1,Inactive
343879,DE,1,36,21,1,Inactive
343893,AU,1,72,0,1,Inactive
343900,BG,2,1426.08,39,2,Inactive
343963,CA,1,78,11,1,Inactive
343970,US,1,72,1,1,Inactive
343998,US,1,72,2,1,Inactive
344012,GB,1,72,75,1,Active
344019,US,1,90,20,1,Inactive
344061,US,1,72,12,1,Inactive
344068,SG,1,1368,21,1,Inactive
34409,US,2,487.92,3352,2,Inactive
344096,US,1,144,3,1,Inactive
344124,US,1,30,30,1,Inactive
344131,US,1,72,6,1,Inactive
344159,US,2,102,118,2,Inactive
344180,IL,1,72,31,1,Inactive
344187,GB,6,648,12,6,Inactive
344208,JP,1,306,26,1,Inactive
344215,US,3,186,3,3,Inactive
344243,JP,1,72,0,1,Inactive
344257,FR,1,78,0,1,Inactive
344278,FR,1,78,0,1,Inactive
344292,US,1,72,6,1,Inactive
344306,US,1,72,0,1,Inactive
344327,BR,1,72,77,1,Active
344334,CA,2,228,76,2,Active
344404,AF,1,72,5,1,Inactive
344425,MA,1,78,1,1,Inactive
344432,US,1,30,37,1,Inactive
344453,DE,2,288,24,2,Inactive
344460,CA,2,168,12,2,Inactive
344474,US,1,72,1,1,Inactive
344544,HK,2,421.2,46,2,Inactive
344565,BE,1,78,0,1,Inactive
344614,MX,1,72,18,1,Inactive
344621,CA,1,156,48,1,Inactive
344628,US,1,72,37,1,Active
344649,US,3,612,15,3,Inactive
344656,CA,1,156,66,1,Active
344670,SG,1,72,26,1,Inactive
344677,BR,1,84,56,1,Inactive
344691,JP,1,102,61,1,Active
344698,MX,1,72,0,1,Inactive
344712,GB,4,325.2,118,4,Active
34472,PL,1,345.6,1509,1,Inactive
344733,VN,1,384,15,1,Inactive
344740,NL,1,84,19,1,Inactive
344761,RU,1,72,27,1,Inactive
344775,JP,1,306,29,1,Inactive
344796,GB,2,264,115,2,Inactive
344817,UA,1,96,0,1,Inactive
344824,IT,1,84,63,1,Active
344845,US,1,72,31,1,Inactive
344852,IL,1,30,16,1,Inactive
344901,CA,1,72,28,1,Inactive
344929,US,2,204,117,2,Active
345013,AU,2,1194.36,93,2,Inactive
345125,NO,2,66,41,2,Inactive
345160,NO,1,90,59,1,Inactive
345188,CA,1,72,1,1,Inactive
345223,US,1,1500,63,1,Active
345258,US,1,1560,25,1,Inactive
345265,US,1,30,1,1,Inactive
345293,GR,1,156,0,1,Inactive
345377,GB,1,120,22,1,Inactive
345426,US,1,72,0,1,Inactive
345475,IN,1,72,27,1,Inactive
345538,BR,1,79.8,25,1,Active
345559,CO,2,102,0,2,Inactive
345566,GB,1,72,42,1,Inactive
345580,FR,1,36,0,1,Inactive
345587,US,1,180,11,1,Inactive
345650,BE,2,162,0,2,Inactive
345657,US,2,144,0,2,Inactive
345734,IN,1,72,1,1,Inactive
345762,BR,1,84,29,1,Inactive
345776,PK,1,24,64,1,Active
345783,US,1,1368,24,1,Inactive
345797,US,1,72,19,1,Inactive
345832,GB,1,100.8,0,1,Inactive
345867,US,1,144,76,1,Active
345881,JP,1,654.24,54,1,Inactive
34591,VN,1,1440,1759,1,Inactive
345937,NZ,1,72,1,1,Inactive
345944,EC,1,132,1,1,Inactive
346077,UA,2,192,75,1,Inactive
346119,CA,2,150,0,2,Inactive
346133,MA,3,402,102,3,Inactive
346154,UA,1,132,2,1,Inactive
346161,US,1,30,1,1,Inactive
346238,HU,1,570,29,1,Active
346266,US,1,136.8,0,1,Active
346287,US,1,72,0,1,Inactive
346294,GB,1,120,12,1,Inactive
346322,FR,1,36,0,1,Inactive
346357,CZ,1,84,0,1,Inactive
346364,FR,1,156,0,1,Inactive
346413,US,3,234,23,3,Inactive
346476,RS,1,156,26,1,Inactive
346532,VN,1,192,33,1,Inactive
346609,PH,1,72,26,1,Inactive
346630,JP,1,102,72,1,Active
346644,US,1,132,0,1,Inactive
346665,US,1,72,2,1,Inactive
346721,US,2,499.44,52,2,Inactive
346742,CA,1,72,18,1,Inactive
346798,IT,2,66,57,2,Inactive
346854,CA,1,156,13,1,Active
346868,IT,1,273.6,26,1,Inactive
346917,US,1,180,1,1,Inactive
346938,GB,1,72,20,1,Inactive
347001,US,1,144,21,1,Inactive
347008,AU,1,72,2,1,Inactive
347015,US,1,125.4,1,1,Active
347029,US,1,72,2,1,Inactive
347043,US,1,105.6,0,1,Inactive
347078,US,1,30,1,1,Inactive
347106,US,3,198,98,3,Inactive
347183,NO,1,120,1,1,Inactive
347232,US,1,72,1,1,Inactive
347295,US,2,102,7,2,Inactive
347323,DE,1,84,0,1,Inactive
347365,US,1,72,0,1,Inactive
347379,US,1,72,1,1,Inactive
347463,CA,1,72,57,1,Inactive
347484,US,1,144,47,1,Inactive
347568,AU,1,72,7,1,Inactive
347575,US,1,330.6,29,1,Inactive
347596,IN,1,30,1,1,Inactive
347603,BR,1,72,1,1,Active
347610,US,1,556.8,33,1,Inactive
347617,US,1,72,0,1,Inactive
347652,MY,1,132,0,1,Inactive
347736,US,1,72,1,1,Inactive
347743,CA,1,78,2,1,Inactive
347764,MY,1,144,20,1,Active
347848,US,1,30,0,1,Inactive
347869,US,2,252,19,2,Active
348009,US,1,72,1,1,Inactive
348058,US,1,132,0,1,Inactive
348093,FI,1,109.44,4,1,Inactive
348114,BR,1,84,27,1,Inactive
348135,US,1,144,56,1,Inactive
348205,IN,1,30,2,1,Inactive
348310,US,1,72,1,1,Inactive
348443,JP,1,30,61,1,Inactive
348450,GB,2,252,112,2,Inactive
348513,US,1,96,50,1,Inactive
348576,US,1,72,3,1,Inactive
348597,VN,1,30,56,1,Inactive
348660,JP,1,72,64,1,Active
348751,CA,1,72,26,1,Inactive
348786,US,1,72,1,1,Inactive
348835,CA,1,78,26,1,Inactive
348842,CA,1,356.4,29,1,Inactive
348849,SE,1,7200,44,1,Inactive
348877,GB,1,120,14,1,Inactive
348905,US,1,72,12,1,Inactive
348926,CN,1,72,32,1,Inactive
348947,US,3,210,3,3,Inactive
348954,CA,1,696,26,1,Inactive
348968,IN,1,132,56,1,Inactive
348982,GB,1,136.8,18,1,Inactive
349094,IN,2,7272,74,2,Active
349108,US,1,72,0,1,Inactive
349115,DE,1,132,0,1,Inactive
349143,DE,1,84,8,1,Inactive
349157,US,1,30,26,1,Inactive
349297,US,1,72,31,1,Inactive
349374,HK,2,300,48,2,Inactive
349416,US,2,204,0,2,Inactive
349465,DE,1,84,2,1,Inactive
349563,CA,1,72,31,1,Inactive
349640,US,2,132,78,2,Active
349647,US,2,420,55,1,Inactive
349654,US,1,30,1,1,Inactive
349668,TR,2,66,27,2,Inactive
349710,CN,2,276,25,2,Active
349717,US,1,72,0,1,Inactive
349752,JP,1,102,2,1,Active
349787,MA,1,120,24,1,Inactive
349822,MY,1,132,24,1,Inactive
349871,DE,1,741,29,1,Inactive
349878,VN,1,72,24,1,Inactive
349892,US,2,288,0,2,Inactive
350004,GB,1,216,13,1,Inactive
350095,JP,1,204,52,1,Inactive
350193,US,1,72,2,1,Inactive
350263,AU,1,30,0,1,Inactive
350298,JP,2,174,42,2,Inactive
350333,JP,1,102,1,1,Inactive
350347,JP,1,72,10,1,Inactive
350354,BR,2,120,1,2,Inactive
350368,BR,1,148.4,12,1,Active
350389,US,1,72,7,1,Inactive
350424,BR,1,72,7,1,Inactive
350466,AU,1,198,1,1,Inactive
350487,BR,1,100.8,47,1,Inactive
350508,US,1,72,1,1,Inactive
350529,CN,2,120,8,2,Active
350536,US,1,30,0,1,Inactive
350634,ZA,1,84,0,1,Inactive
350655,KR,1,288,0,1,Active
350683,GB,2,252,34,2,Active
350704,JP,1,102,43,1,Active
350711,US,1,72,0,1,Inactive
350837,EC,1,72,1,1,Inactive
350893,NL,1,102,3,1,Inactive
350956,VN,3,811.2,132,3,Active
350977,JP,1,102,33,1,Active
351068,AF,1,132,33,1,Active
351152,US,1,450,32,1,Active
351201,IN,1,132,1,1,Inactive
351208,US,1,72,28,1,Inactive
351215,EC,1,72,1,1,Inactive
351229,US,1,72,5,1,Inactive
351264,US,1,132,3,1,Inactive
351313,RS,1,96,0,1,Inactive
351467,GB,1,252,35,1,Inactive
351474,US,1,72,16,1,Inactive
351523,US,2,102,0,2,Inactive
351537,CA,1,78,31,1,Inactive
351544,JP,1,252,51,1,Active
351558,NL,1,72,0,1,Inactive
351572,US,1,132,49,1,Active
351579,IN,1,72,0,1,Inactive
351614,US,1,72,12,1,Inactive
351635,DE,1,84,35,1,Active
351656,CH,1,120,0,1,Inactive
351733,US,1,216,1,1,Inactive
351740,US,1,30,1,1,Inactive
351817,US,2,204,2,2,Inactive
351894,NL,1,120,1,1,Inactive
351908,BR,1,84,53,1,Active
351950,DE,1,159.6,1,1,Active
351971,GB,1,120,49,1,Active
351978,FR,1,156,2,1,Inactive
351985,DE,1,84,33,1,Inactive
35200,US,1,312,1645,1,Inactive
352027,BR,1,84,24,1,Inactive
352034,AU,1,198,31,1,Inactive
352055,BR,1,84,44,1,Active
352160,RU,1,132,0,1,Inactive
352195,JP,1,102,22,1,Inactive
352209,GB,1,72,1,1,Inactive
352314,GB,1,132,1,1,Inactive
352349,US,2,204,38,2,Inactive
352391,US,1,348,3,1,Inactive
352447,VN,1,158.4,22,1,Inactive
352461,US,1,72,14,1,Inactive
352468,JP,1,265.2,25,1,Inactive
352510,VN,1,192,0,1,Active
352517,US,1,132,1,1,Active
352545,US,1,72,26,1,Inactive
352587,DK,1,192,2,1,Inactive
352608,US,1,57.6,11,1,Inactive
352678,BR,1,84,36,1,Active
352706,AT,2,156,2,2,Inactive
352713,BR,1,84,1,1,Inactive
352748,PL,1,132,0,1,Inactive
352755,CA,1,72,26,1,Active
352762,US,1,72,0,1,Inactive
352867,JP,1,102,0,1,Active
352930,GB,1,132,1,1,Inactive
352958,BR,1,84,1,1,Inactive
353028,VE,1,96,12,1,Active
353056,BR,1,72,0,1,Inactive
353077,US,1,60,26,1,Active
353084,US,1,136.8,24,1,Inactive
353168,JP,1,102,29,1,Inactive
353196,US,1,360,16,1,Inactive
353217,NL,1,156,0,1,Inactive
353231,LU,1,7200,15,1,Active
353273,BD,1,72,0,1,Inactive
353294,LT,1,60,47,1,Active
353420,VN,1,198,26,1,Inactive
353434,US,3,480.48,96,3,Inactive
353567,AT,1,36,0,1,Inactive
353574,GB,2,384,38,2,Inactive
353651,UA,1,84,0,1,Inactive
353728,ES,1,30,0,1,Active
353784,US,1,72,0,1,Inactive
353791,JP,1,102,46,1,Active
353896,US,1,348,0,1,Inactive
354001,US,1,72,1,1,Inactive
354029,JP,1,102,0,1,Active
354050,JP,2,174,2,2,Inactive
354078,MY,1,132,25,1,Inactive
354092,GB,1,273.6,28,1,Inactive
354127,GE,3,450,7,3,Inactive
354134,BR,1,84,0,1,Inactive
354155,JP,2,234,93,2,Active
354204,MA,1,120,2,1,Inactive
354225,FR,1,132,1,1,Inactive
354232,IL,1,30,0,1,Active
354260,US,1,72,43,1,Active
354281,US,1,109.44,19,1,Inactive
354302,BR,1,84,30,1,Inactive
354498,SI,1,72,26,1,Inactive
354512,BR,1,72,1,1,Inactive
354547,DE,1,84,0,1,Inactive
354554,BR,1,84,0,1,Inactive
354575,SA,1,72,3,1,Inactive
354624,BR,1,84,29,1,Inactive
354673,US,1,72,0,1,Inactive
354764,ID,1,96,0,1,Inactive
354792,US,1,72,2,1,Inactive
354813,CY,1,132,1,1,Inactive
354848,GB,1,72,38,1,Active
354869,US,1,85.44,1,1,Inactive
354897,US,1,72,24,1,Inactive
354911,BR,1,36,31,1,Active
355016,ZA,1,72,16,1,Inactive
355037,IN,3,222,90,3,Inactive
355051,CH,1,156,21,1,Inactive
355079,KR,1,72,1,1,Inactive
355114,GB,1,120,0,1,Inactive
355128,US,1,239.4,18,1,Inactive
355156,US,1,132,2,1,Inactive
355163,US,1,72,0,1,Inactive
355170,GB,1,30,1,1,Inactive
355198,US,1,72,1,1,Inactive
355240,US,1,72,2,1,Inactive
355296,BR,2,240,39,2,Active
355422,DE,1,136.8,25,1,Inactive
355443,GB,1,120,30,1,Active
355464,CA,1,72,0,1,Inactive
355527,VN,1,198,21,1,Active
355555,US,1,198,0,1,Inactive
355597,JP,1,102,23,1,Active
355632,US,1,72,0,1,Inactive
355653,GB,1,120,0,1,Active
355723,US,1,72,30,1,Inactive
355828,MX,1,72,0,1,Inactive
355884,US,2,204,0,2,Inactive
355926,PT,1,120,0,1,Inactive
356045,US,1,72,0,1,Inactive
356066,US,1,72,2,1,Inactive
356164,PA,2,210,30,2,Inactive
356297,MA,1,132,0,1,Inactive
356332,BR,1,84,0,1,Inactive
356374,JP,1,102,38,1,Active
356388,BR,1,30,0,1,Inactive
356493,ID,1,132,0,1,Inactive
356514,BE,2,240,4,2,Active
356577,VN,1,120,26,1,Active
356661,BA,1,72,34,1,Active
3567,US,1,930,1301,1,Inactive
356738,US,1,78,1,1,Inactive
356766,US,1,132,1,1,Inactive
356773,JP,1,102,0,1,Active
356787,JP,1,204,30,1,Inactive
356843,US,1,72,0,1,Inactive
356906,BR,1,84,26,1,Inactive
357053,US,1,72,25,1,Inactive
357088,IN,1,72,30,1,Inactive
357172,VN,1,198,25,1,Active
357193,GB,1,240,30,1,Active
357256,MA,1,84,1,1,Inactive
357298,US,1,168,30,1,Active
357312,US,1,72,1,1,Active
357382,JP,1,102,3,1,Inactive
357396,US,1,72,2,1,Inactive
357410,JP,1,102,24,1,Inactive
357431,JP,1,102,25,1,Inactive
357445,JP,1,102,20,1,Inactive
357501,MA,1,72,1,1,Active
357522,SG,1,72,0,1,Inactive
357536,RU,1,30,1,1,Inactive
357550,GB,1,96,23,1,Inactive
357599,US,1,132,2,1,Inactive
357627,US,1,72,3,1,Inactive
357683,US,1,84,0,1,Inactive
357753,RU,1,72,1,1,Inactive
357795,CA,1,78,28,1,Active
357837,BR,1,156,1,1,Inactive
357851,HU,1,156,1,1,Inactive
358054,US,1,72,1,1,Inactive
358138,BR,1,84,9,1,Inactive
358180,VN,1,192,1,1,Active
358229,US,1,132,0,1,Inactive
358243,PH,1,72,3,1,Inactive
358257,CN,1,144,28,1,Inactive
358411,BR,1,78,2,1,Inactive
358418,UY,1,30,25,1,Active
358446,GB,1,120,35,1,Active
358474,US,1,132,1,1,Inactive
358516,CA,1,78,0,1,Active
358537,VN,2,222,14,2,Active
358544,US,1,72,1,1,Inactive
358621,IN,1,56.4,29,1,Inactive
358691,FR,1,156,7,1,Inactive
358726,US,1,72,4,1,Inactive
358810,US,1,30,0,1,Inactive
358831,GB,2,252,18,2,Inactive
358908,US,2,792,12,2,Active
359188,BR,1,30,2,1,Inactive
359195,VN,1,192,0,1,Active
359216,BR,1,84,33,1,Active
359293,US,1,72,30,1,Inactive
359307,BR,1,84,10,1,Inactive
359321,US,1,72,0,1,Inactive
359342,US,1,132,1,1,Inactive
359433,DZ,1,132,0,1,Inactive
359622,DE,1,151.2,3,1,Inactive
359643,US,1,72,1,1,Inactive
359678,US,1,72,0,1,Inactive
359685,IN,1,72,23,1,Inactive
359965,AF,1,72,0,1,Inactive
359993,US,1,84,2,1,Inactive
360014,US,1,78,1,1,Inactive
360210,US,1,144,23,1,Inactive
360217,US,1,216,0,1,Inactive
360245,US,1,72,1,1,Inactive
360259,TH,1,900,1,1,Inactive
360588,US,1,30,0,1,Inactive
360672,US,1,30,0,1,Inactive
360749,VN,1,90,1,1,Active
360847,TH,1,60,28,1,Active
361085,NZ,1,198,0,1,Inactive
361211,VN,1,72,1,1,Inactive
361232,US,1,72,0,1,Inactive
361309,NL,2,204,21,2,Active
361323,CA,2,210,0,2,Inactive
361351,BR,2,204,2,2,Inactive
361421,US,1,72,0,1,Inactive
361456,US,2,448.2,6,2,Active
361575,DE,1,132,0,1,Inactive
361589,DE,1,84,0,1,Inactive
361897,IT,1,36,21,1,Active
361904,ES,1,57,14,1,Active
361974,US,1,72,0,1,Active
361988,US,1,30,4,1,Active
362128,BR,1,156,0,1,Inactive
362212,US,1,376.2,25,1,Active
362513,NG,1,72,0,1,Inactive
362555,PE,1,84,0,1,Inactive
362597,CA,1,78,3,1,Active
362611,US,1,120,13,1,Active
362632,CA,1,78,0,1,Active
362772,US,2,192,42,2,Active
362800,US,1,132,11,1,Active
362933,IL,2,228,12,2,Active
362989,CA,1,720,13,1,Active
363003,CA,1,1320,12,1,Active
363073,US,1,132,0,1,Inactive
363087,US,1,132,0,1,Active
363150,IN,1,57,7,1,Active
36320,CR,1,132,1653,1,Inactive
363227,US,1,78,3,1,Inactive
363248,MA,1,72,3,1,Active
363304,US,1,72,3,1,Active
363493,AU,1,132,0,1,Inactive
363528,IT,4,1032,7,4,Active
363612,US,1,132,6,1,Active
36362,NL,1,72,1656,1,Inactive
363640,US,3,354,0,3,Inactive
363850,GB,1,72,20,1,Active
363927,JP,1,524.4,15,1,Active
364053,CA,1,78,0,1,Inactive
364102,US,1,72,1,1,Inactive
364200,BE,1,72,0,1,Active
364256,DE,1,156,0,1,Inactive
364564,IN,3,234,3,3,Active
364599,VN,1,72,3,1,Inactive
364620,IT,2,198,18,2,Active
364697,KE,1,132,0,1,Active
364844,CN,1,192,1,1,Active
364928,IN,1,132,0,1,Inactive
365061,SG,1,30,0,1,Inactive
365145,PH,1,132,1,1,Inactive
365257,DE,1,72,3,1,Inactive
365285,IN,1,84,3,1,Active
365327,US,1,72,1,1,Inactive
365341,BR,1,78,0,1,Inactive
365369,IN,1,72,4,1,Active
365376,US,1,72,1,1,Inactive
365404,IN,2,144,2,2,Inactive
365474,AZ,1,72,1,1,Inactive
365663,US,1,30,7,1,Active
365677,NZ,1,72,0,1,Inactive
365929,CA,1,78,0,1,Active
365950,CN,1,132,0,1,Active
366013,VN,1,901.8,0,1,Inactive
366118,ID,1,252,4,1,Inactive
366153,US,1,132,1,1,Inactive
366202,ES,1,132,0,1,Inactive
366230,DE,1,84,2,1,Inactive
366370,US,1,132,0,1,Inactive
366517,US,1,132,1,1,Inactive
366587,IN,1,72,1,1,Inactive
366664,IN,1,72,2,1,Inactive
366916,CA,1,132,0,1,Inactive
366951,MA,1,120,1,1,Inactive
367182,US,1,132,0,1,Inactive
367252,US,1,72,4,1,Active
367490,RU,1,132,0,1,Inactive
367616,BR,1,156,0,1,Inactive
367686,NL,1,84,1,1,Inactive
367791,US,1,136.8,5,1,Active
367826,GB,1,120,0,1,Inactive
367903,NL,1,144,4,1,Active
367938,US,1,72,7,1,Active
368050,US,1,144,0,1,Active
368064,US,1,72,0,1,Inactive
368071,GB,1,72,1,1,Inactive
368078,BE,1,84,1,1,Inactive
368106,AU,1,198,1,1,Inactive
368190,AF,1,84,0,1,Inactive
368211,IN,1,72,0,1,Inactive
368281,CN,1,360,4,1,Active
368351,GB,1,72,1,1,Active
368435,IN,1,156,0,1,Inactive
368484,VN,1,30,0,1,Inactive
36880,GB,1,30,1609,1,Inactive
368918,US,1,132,1,1,Inactive
369142,US,2,192,2,2,Active
369191,BR,1,36,0,1,Active
369198,AU,1,198,0,1,Inactive
369233,MM,2,204,0,2,Inactive
369247,SE,1,84,1,1,Inactive
369254,US,1,72,0,1,Inactive
369331,US,1,72,0,1,Active
369352,TW,1,102,0,1,Inactive
369387,FR,1,156,0,1,Inactive
369457,US,1,423,1,1,Active
369492,CA,1,132,2,1,Inactive
369541,US,2,228,0,2,Inactive
369548,US,1,132,0,1,Inactive
369576,CA,1,78,0,1,Inactive
369667,AF,1,120,0,1,Inactive
369716,SG,1,30,1,1,Inactive
369870,US,1,72,1,1,Active
369912,FR,1,72,1,1,Inactive
369996,IT,1,144,0,1,Active
370031,PH,1,132,0,1,Active
370129,US,1,72,0,1,Active
37139,DE,1,132,1671,1,Active
37321,HU,3,420,4188,3,Inactive
38217,MY,1,48,1529,1,Active
