userid,country_code,orders,revenue,tenure,unique_product,client_status
279199,SK,1,30,274,1,Inactive
279241,BR,1,96,95,1,Inactive
279311,VN,1,36,344,1,Active
279472,BR,1,96,146,1,Active
279486,US,1,72,61,1,Inactive
279514,US,1,72,264,1,Inactive
279584,BG,1,60,33,1,Inactive
279591,US,1,4446,313,1,Inactive
279598,AF,1,327.12,196,1,Inactive
279633,GB,1,72,178,1,Inactive
279850,DE,3,420,100,3,Inactive
279920,ZA,1,876.96,59,1,Inactive
279969,DE,1,36,30,1,Inactive
280011,US,4,2832,192,3,Active
280018,CA,2,150,131,2,Active
280053,US,1,2280,61,1,Inactive
280088,NL,1,252,97,1,Inactive
280137,CA,1,36,35,1,Inactive
280151,AF,1,504,38,1,Inactive
280200,BR,1,30,30,1,Inactive
280207,US,1,132,28,1,Inactive
280214,DE,1,96,33,1,Inactive
280235,HU,1,120,230,1,Inactive
280277,US,1,930,35,1,Inactive
280319,US,2,198,60,2,Inactive
280424,US,1,72,37,1,Inactive
280431,CA,1,84,178,1,Inactive
280438,US,1,252,181,1,Inactive
280445,US,1,205.2,146,1,Inactive
280480,SG,1,72,81,1,Inactive
280487,US,1,570,100,1,Inactive
280522,VN,1,216,31,1,Inactive
280536,GB,1,30,178,1,Inactive
280634,LT,1,192,60,1,Inactive
280655,GB,4,6965.4,1250,4,Active
280690,IT,1,30,61,1,Inactive
280704,GB,1,72,27,1,Inactive
280718,US,1,144,86,1,Inactive
280732,JP,1,60,151,1,Inactive
280851,JP,1,129.6,43,1,Inactive
280865,US,2,102,358,2,Inactive
280907,BR,1,36,281,1,Inactive
280914,JP,1,30,35,1,Inactive
280942,ES,2,2589.6,417,2,Active
280963,US,1,132,34,1,Inactive
281012,VN,1,201.6,58,1,Inactive
281019,BR,2,120,176,2,Inactive
281047,JP,1,696,367,1,Inactive
281054,GB,2,648.96,476,2,Inactive
281061,CN,1,102,270,1,Active
281096,JP,1,120,255,1,Inactive
281103,MY,1,136.8,64,1,Inactive
281124,BR,1,4104,92,1,Inactive
281320,US,1,72,53,1,Inactive
281341,RS,1,136.8,181,1,Inactive
281376,US,2,256.8,160,2,Inactive
281432,BR,1,96,33,1,Inactive
281523,HK,2,187.56,286,2,Inactive
281691,JP,1,56.4,281,1,Inactive
281726,US,1,82.08,55,1,Inactive
281775,CN,1,132,66,1,Inactive
281789,IN,1,524.4,24,1,Inactive
281845,DE,1,91.2,85,1,Inactive
282048,US,1,30,26,1,Inactive
282118,US,1,570,24,1,Inactive
282132,AZ,1,288,27,1,Inactive
282139,US,1,780,29,1,Inactive
282153,EE,1,3720,57,1,Inactive
282251,US,1,288,304,1,Inactive
282279,AF,1,72,125,1,Inactive
282286,US,2,2388,498,1,Inactive
282356,DE,2,132,70,2,Inactive
282405,US,1,348,57,1,Inactive
282461,GB,2,708,256,2,Active
282489,BR,1,156,31,1,Inactive
282503,JP,1,57,169,1,Inactive
282510,US,1,2052,32,1,Inactive
282524,US,1,72,17,1,Inactive
282552,US,1,72,47,1,Inactive
282580,BR,1,1560,55,1,Inactive
282608,CN,1,780,90,1,Inactive
282671,NL,1,191.52,50,1,Inactive
282678,DE,1,36,26,1,Inactive
282685,JP,2,1374.24,213,2,Active
282706,EE,2,168,248,1,Inactive
282755,AR,2,348,54,2,Inactive
282769,GB,1,30,153,1,Inactive
282853,IT,2,4800,209,2,Inactive
282895,US,1,72,47,1,Inactive
282909,US,1,132,71,1,Inactive
282916,NL,1,96,123,1,Inactive
282958,US,1,354,31,1,Inactive
283035,DE,1,84,198,1,Inactive
283049,PT,1,72,151,1,Inactive
283056,IT,1,96,33,1,Inactive
283063,US,1,524.4,116,1,Inactive
283070,BR,1,159.6,24,1,Inactive
283133,CA,2,941.28,378,2,Inactive
283140,VN,1,182.4,59,1,Inactive
283147,US,1,696,46,1,Inactive
283154,AT,1,132,81,1,Inactive
283161,CA,1,30,117,1,Inactive
283175,ID,1,252,24,1,Inactive
283203,VN,1,72,26,1,Inactive
283329,US,1,86.4,45,1,Inactive
283371,US,1,57.6,364,1,Inactive
283392,CA,1,336,25,1,Inactive
283399,AU,1,204,31,1,Inactive
283462,US,1,1368,57,1,Inactive
283469,VN,1,144,30,1,Inactive
283504,IT,1,36,55,1,Inactive
283511,NZ,1,72,62,1,Inactive
283525,BG,1,132,58,1,Inactive
283539,JP,1,120,26,1,Inactive
283602,BR,1,217.2,63,1,Inactive
283672,US,1,1141.08,24,1,Inactive
283833,DE,1,96,31,1,Inactive
283847,BR,1,96,92,1,Inactive
283917,BR,1,156,40,1,Inactive
283945,US,1,1392,22,1,Inactive
283966,CA,1,449.64,334,1,Inactive
283980,DE,1,96,39,1,Inactive
283987,RU,2,234,124,2,Inactive
284015,US,2,405.6,621,2,Inactive
284043,NG,3,432,57,3,Inactive
284057,JP,1,552,130,1,Inactive
284099,US,1,858,29,1,Inactive
284176,FR,5,840,410,5,Inactive
284218,BR,1,84,144,1,Inactive
284225,IL,1,1368,62,1,Inactive
284246,US,1,30,13,1,Inactive
284253,IN,1,72,85,1,Inactive
284260,NL,1,96,91,1,Inactive
284267,DO,1,72,65,1,Inactive
284316,AU,1,72,274,1,Inactive
284330,SG,1,90,36,1,Inactive
284351,US,1,28.6,85,1,Inactive
284372,AT,1,36,44,1,Inactive
284386,CN,2,270,93,2,Inactive
284414,BE,2,168,345,2,Inactive
284421,US,1,144,112,1,Inactive
284442,US,1,72,33,1,Inactive
284463,DE,1,36,32,1,Inactive
284477,US,1,205.2,24,1,Inactive
284512,US,1,480,175,1,Inactive
284526,US,3,2544,660,3,Inactive
284596,US,1,960,24,1,Inactive
284603,JP,2,625.44,158,2,Inactive
284659,GB,2,156,318,2,Inactive
284701,US,1,427.44,31,1,Inactive
284771,IT,1,96,142,1,Inactive
284806,US,1,72,228,1,Inactive
284813,US,1,72,26,1,Inactive
284834,US,3,1226.4,319,3,Inactive
284911,AU,1,132,39,1,Inactive
285247,US,1,72,257,1,Inactive
285401,VN,1,57.6,253,1,Inactive
285534,CA,2,480,146,2,Active
285590,JO,1,30,26,1,Inactive
285737,US,1,72,34,1,Inactive
285758,IN,2,151.8,523,2,Inactive
285821,US,2,1080,110,2,Inactive
285891,US,1,696,24,1,Inactive
285905,VN,1,30,129,1,Inactive
285926,IT,1,115.2,368,1,Active
285933,JP,1,274,184,1,Inactive
285940,US,1,270,226,1,Inactive
286031,DE,1,67.2,175,1,Inactive
286038,KW,1,72,32,1,Inactive
286052,GB,1,144,48,1,Inactive
286066,GB,1,150,26,1,Inactive
286122,BR,1,30,67,1,Inactive
286129,US,1,1560,121,1,Active
286171,VN,1,68.4,295,1,Inactive
286192,US,1,132,26,1,Inactive
286297,CA,1,144,56,1,Inactive
286374,BR,1,168,226,1,Inactive
286451,US,1,187.2,39,1,Inactive
286500,VN,3,615.6,237,3,Active
286514,US,1,417.6,29,1,Inactive
286549,VN,1,84,97,1,Inactive
286563,US,1,72,33,1,Inactive
286584,JP,1,353.28,344,1,Inactive
286619,US,1,252,60,1,Inactive
286633,BR,6,981.6,517,6,Inactive
286640,US,1,132,31,1,Inactive
286647,CN,1,172.8,124,1,Inactive
286661,BD,2,196.8,469,2,Active
286668,CN,2,660,124,2,Inactive
286738,US,2,405.6,464,2,Active
286759,CN,1,3420,269,1,Active
286780,VN,3,432,808,3,Active
286787,AU,1,72,366,1,Inactive
286822,IN,1,288,55,1,Inactive
286843,VN,1,100.8,32,1,Inactive
286934,CA,1,72,31,1,Inactive
287025,TH,1,72,146,1,Inactive
287046,ID,3,318,12,3,Inactive
287088,CA,1,30,2,1,Inactive
287102,US,1,201.6,162,1,Inactive
287137,NZ,1,25.5,111,1,Inactive
287158,JP,1,222,161,1,Inactive
287200,US,1,90,29,1,Inactive
287242,US,1,72,29,1,Inactive
287249,US,1,72,31,1,Inactive
287256,US,1,72,93,1,Inactive
287270,HN,1,72,53,1,Inactive
287277,BR,1,96,63,1,Inactive
287403,UA,1,336,29,1,Inactive
287410,IN,1,72,184,1,Inactive
287424,AU,1,204,2,1,Inactive
287431,IN,1,132,5,1,Inactive
287459,US,1,72,35,1,Inactive
287466,BR,1,648,99,1,Inactive
287473,LT,1,39.84,91,1,Active
287480,US,1,57,24,1,Inactive
287494,UA,1,30,0,1,Inactive
287508,JP,1,981.36,311,1,Inactive
287515,IN,2,795.84,112,2,Inactive
287543,CA,1,72,11,1,Inactive
287564,US,1,72,256,1,Inactive
287592,VN,1,156,169,1,Inactive
287634,US,4,3108,697,4,Active
287662,IT,6,715.8,0,6,Inactive
287697,US,2,1555.2,425,2,Inactive
287704,MY,1,204,26,1,Inactive
287725,CA,1,150,0,1,Inactive
287732,DK,1,72,153,1,Inactive
287781,US,1,68.4,61,1,Inactive
287802,GE,1,61.2,203,1,Active
287816,AU,1,402,91,1,Inactive
287830,MA,1,72,57,1,Inactive
287851,PK,2,196.08,366,2,Inactive
287900,NG,1,72,31,1,Inactive
287907,DE,1,211.2,25,1,Inactive
287914,ES,1,72,1,1,Inactive
287928,GB,2,216,86,2,Inactive
287935,US,2,408,172,2,Inactive
287942,US,1,144,121,1,Inactive
287949,US,1,600,14,1,Inactive
287963,US,1,72,4,1,Inactive
287970,VN,2,345.6,606,2,Active
287998,VN,2,192,155,2,Inactive
288040,DE,1,96,57,1,Inactive
288047,IN,2,345.6,184,1,Inactive
288061,TW,1,72,3,1,Inactive
288082,US,1,125.4,87,1,Inactive
288103,US,1,72,64,1,Inactive
288110,RS,1,156,26,1,Inactive
288124,CA,1,78,1,1,Inactive
288138,US,1,72,4,1,Inactive
288152,US,1,72,26,1,Inactive
288180,TH,1,72,0,1,Inactive
288187,AR,1,216,57,1,Inactive
288194,US,1,2160,173,1,Inactive
288201,US,1,72,0,1,Inactive
288215,VN,1,30,203,1,Inactive
288257,BG,1,72,0,1,Inactive
288292,DE,2,732,48,2,Inactive
288327,AU,1,30,51,1,Inactive
288341,US,1,30,58,1,Inactive
288348,RU,3,444,4,3,Inactive
288355,BR,1,2760,31,1,Inactive
288362,MA,1,114.4,90,1,Inactive
288404,FR,1,144,39,1,Inactive
288411,LT,2,228,211,2,Inactive
288418,FI,1,36,0,1,Inactive
288425,AR,2,114,58,2,Inactive
288446,JM,1,57.6,23,1,Inactive
288460,VN,2,432,52,2,Inactive
288495,FR,1,84,21,1,Inactive
288537,US,3,234,255,3,Inactive
288544,ES,1,156,2,1,Inactive
288551,TR,1,72,0,1,Inactive
288558,US,1,72,10,1,Inactive
288649,US,1,72,0,1,Inactive
288670,NL,1,43.2,92,1,Inactive
288698,PK,1,348,36,1,Inactive
288740,ZA,1,72,280,1,Inactive
288775,US,1,72,3,1,Inactive
288803,US,2,174,454,2,Inactive
288810,US,1,72,42,1,Inactive
288824,US,1,72,1,1,Inactive
288859,MY,1,120,24,1,Inactive
288901,US,1,72,31,1,Inactive
288908,NL,2,2000.4,212,2,Active
288922,US,1,132,92,1,Inactive
288929,US,1,835.2,274,1,Inactive
288936,US,1,293.76,19,1,Inactive
288957,US,1,144,29,1,Inactive
288978,US,1,72,1,1,Inactive
289006,US,1,72,3,1,Inactive
289048,NO,3,12000,592,1,Inactive
289076,US,1,72,1,1,Inactive
289083,GB,1,72,31,1,Inactive
289090,CH,1,84,283,1,Inactive
289160,NL,1,570,14,1,Active
289174,US,1,30,1,1,Inactive
289195,US,1,72,25,1,Inactive
289216,ID,1,72,4,1,Inactive
289223,US,1,30,1,1,Inactive
289230,IN,1,72,0,1,Inactive
289244,VN,1,72,0,1,Inactive
289265,VN,1,192,0,1,Inactive
289293,VN,1,288,24,1,Active
289307,VN,2,156,510,2,Inactive
289314,DE,1,84,29,1,Inactive
289342,GB,1,72,92,1,Inactive
289370,PK,1,675.24,85,1,Inactive
289377,PK,1,72,0,1,Inactive
289391,JP,2,684.24,358,2,Active
289412,MX,2,204,212,2,Inactive
289440,PK,1,72,92,1,Inactive
289454,US,1,72,104,1,Inactive
289468,US,1,72,0,1,Inactive
289475,US,1,72,0,1,Inactive
289524,BR,1,36,0,1,Inactive
289538,NP,1,192,0,1,Inactive
289559,GB,1,120,31,1,Inactive
289566,US,1,132,8,1,Inactive
289580,DE,1,95.76,33,1,Inactive
289608,US,1,1194,30,1,Inactive
289629,AU,1,396,24,1,Inactive
289636,US,2,157.6,17,2,Inactive
289657,CN,1,120,33,1,Inactive
289678,DE,1,84,26,1,Inactive
289699,FR,1,348,28,1,Inactive
289706,DK,1,90,24,1,Inactive
289727,US,1,180,31,1,Inactive
289741,US,1,450,32,1,Inactive
289783,US,1,72,2,1,Inactive
289804,GB,2,156,344,2,Active
289825,EG,1,72,3,1,Inactive
289867,US,1,182.4,1,1,Inactive
289874,JP,1,72,195,1,Active
289902,ID,1,30,240,1,Inactive
289930,JP,1,60,84,1,Inactive
289958,IL,1,72,28,1,Inactive
289965,JP,2,204,431,2,Inactive
290014,US,1,1113.6,115,1,Inactive
290021,CA,1,78,59,1,Inactive
290070,JP,1,60,326,1,Inactive
290077,US,1,240,23,1,Inactive
290105,GR,1,132,0,1,Inactive
290133,US,1,144,55,1,Active
290147,US,2,624,188,2,Inactive
290154,DE,1,84,1,1,Inactive
290210,US,2,936,190,2,Inactive
290217,US,1,354,61,1,Inactive
290224,US,1,96,1,1,Inactive
290259,PL,1,72,0,1,Inactive
290273,DE,1,84,2,1,Inactive
290343,CA,1,474,24,1,Inactive
290378,US,1,85.44,108,1,Inactive
290469,US,2,766.8,472,2,Active
290483,GB,3,730.8,123,3,Inactive
290553,DE,1,72,1,1,Inactive
290567,US,1,132,278,1,Inactive
290588,US,1,132,105,1,Active
290595,GE,1,96,1,1,Inactive
290616,GB,1,120,27,1,Inactive
290623,US,2,204,6,2,Inactive
290637,GU,1,273.6,54,1,Inactive
290665,US,1,360,176,1,Inactive
290672,IL,1,1104,114,1,Inactive
290700,GE,1,144,24,1,Inactive
290707,IT,1,72,1,1,Inactive
290749,NL,5,8391.6,1019,5,Inactive
290805,US,1,144,319,1,Inactive
290819,US,1,115.2,31,1,Inactive
290826,US,2,9479.16,391,2,Inactive
290840,CA,2,1224,260,2,Inactive
290896,JP,1,204,81,1,Inactive
290931,BR,1,84,26,1,Inactive
290966,FI,1,36,0,1,Inactive
290973,US,1,252,143,1,Active
290987,US,1,132,7,1,Inactive
290994,US,2,1688.4,57,2,Inactive
291001,PE,1,216,221,1,Inactive
291029,AT,1,84,19,1,Inactive
291043,US,2,216,691,2,Inactive
291064,BG,1,5220,203,1,Inactive
291141,CA,1,78,90,1,Inactive
291148,JP,3,759.6,109,3,Inactive
291218,NL,2,1076.16,654,2,Inactive
291316,US,1,12,9,1,Inactive
291344,TH,5,7153.2,1543,5,Active
291351,EE,1,72,2,1,Inactive
291379,CA,1,78,26,1,Inactive
291393,US,1,30,49,1,Inactive
291407,GB,1,192,26,1,Inactive
291421,US,1,72,31,1,Inactive
291470,IL,1,1123.2,52,1,Inactive
291484,IN,1,72,33,1,Inactive
291512,BR,1,72,1,1,Inactive
291526,US,1,72,127,1,Inactive
291589,US,1,72,23,1,Inactive
291603,US,1,72,35,1,Inactive
291624,PH,1,144,47,1,Inactive
291729,US,1,348,7,1,Inactive
291771,BR,1,84,28,1,Inactive
291785,PE,1,72,189,1,Inactive
291792,BR,1,84,2,1,Inactive
291806,CA,1,144,162,1,Inactive
291820,US,2,480,27,2,Inactive
291827,US,1,132,1,1,Inactive
291841,US,1,171,24,1,Inactive
291869,RO,1,159.6,27,1,Active
291925,US,1,396.72,180,1,Inactive
291946,GB,1,120,237,1,Inactive
291981,JP,1,60,213,1,Inactive
292065,US,1,7200,45,1,Inactive
292079,BR,1,90,12,1,Active
292086,IT,1,30,1,1,Inactive
292107,US,1,72,2,1,Inactive
292114,DE,1,144,120,1,Active
292135,US,1,132,0,1,Inactive
292212,US,1,72,2,1,Inactive
292219,US,1,132,2,1,Inactive
292233,US,1,72,31,1,Inactive
292247,BR,1,30,139,1,Active
292254,SG,1,96,167,1,Active
292261,US,1,474,15,1,Inactive
292289,IT,1,36,87,1,Inactive
292296,RU,1,57,31,1,Inactive
292310,US,1,72,21,1,Inactive
292317,DE,3,360,32,3,Inactive
292338,US,1,72,1,1,Inactive
292366,RU,1,524.4,52,1,Inactive
292387,DK,1,84,0,1,Inactive
292471,NO,1,72,0,1,Inactive
292478,AF,1,192,32,1,Inactive
292499,GB,1,120,8,1,Inactive
292569,FR,1,84,74,1,Inactive
292583,IT,1,120,1,1,Inactive
292590,DE,1,84,2,1,Inactive
292611,GB,1,120,0,1,Inactive
292639,US,1,180,63,1,Inactive
292653,JP,1,30,131,1,Inactive
292681,US,1,360,153,1,Inactive
292702,US,1,72,13,1,Inactive
292716,US,1,144,44,1,Inactive
292730,DE,1,84,56,1,Inactive
292765,IN,1,72,31,1,Inactive
292793,LT,3,492.48,206,3,Inactive
292807,US,1,72,3,1,Inactive
292877,BR,1,84,2,1,Inactive
292898,DE,1,36,16,1,Inactive
292961,CA,1,78,3,1,Inactive
293010,RU,3,1302,494,3,Active
293017,VN,1,192,34,1,Inactive
293052,DE,1,84,1,1,Inactive
293073,US,2,170.88,80,2,Inactive
293108,US,1,61.2,1,1,Inactive
293136,BR,2,204,238,2,Inactive
293164,US,1,84,33,1,Inactive
293185,HK,1,115.2,126,1,Inactive
293234,SG,2,162,199,2,Inactive
293318,US,1,144,87,1,Active
293395,VN,4,456,0,4,Inactive
293409,JP,1,270.72,325,1,Inactive
293423,PL,1,1440,320,1,Active
293444,BR,1,72,214,1,Inactive
293479,DE,1,72,277,1,Inactive
293500,BR,1,132,55,1,Active
293542,PE,1,288,93,1,Inactive
293549,US,1,72,305,1,Inactive
293563,IN,1,57.6,35,1,Inactive
293570,DE,1,84,33,1,Inactive
293619,US,3,486,438,3,Inactive
293640,US,2,1713.6,466,2,Inactive
293661,ES,1,230.4,25,1,Inactive
293710,PK,1,696,85,1,Inactive
293717,JP,1,1285.92,177,1,Inactive
293724,BZ,1,385.32,31,1,Inactive
293773,US,1,648.6,323,1,Inactive
293794,US,1,132,0,1,Inactive
293801,US,3,8844,166,3,Inactive
293843,CA,1,78,18,1,Inactive
293885,US,1,115.2,2,1,Inactive
293913,IN,3,234,3,3,Inactive
293920,CN,1,72,1,1,Inactive
293934,UA,1,72,0,1,Inactive
293941,VN,1,864,311,1,Active
293948,LT,1,72,3,1,Inactive
293990,JP,2,1076.4,77,2,Inactive
294004,US,1,72,0,1,Inactive
294011,CH,1,168,31,1,Inactive
294018,FI,1,72,0,1,Inactive
294025,US,1,132,35,1,Inactive
294032,FR,1,312,146,1,Inactive
294060,MO,1,102,26,1,Inactive
294074,AF,1,84,17,1,Inactive
294102,IN,1,72,0,1,Inactive
294130,CA,1,78,1,1,Inactive
294144,GB,1,120,326,1,Active
294179,US,1,348,24,1,Inactive
294193,US,1,72,7,1,Inactive
294214,CR,1,132,31,1,Inactive
294221,IN,1,72,2,1,Inactive
294235,JP,1,2400,309,1,Active
294256,SI,1,72,26,1,Inactive
294284,US,7,1403.16,2142,7,Active
294326,US,1,72,62,1,Inactive
294375,MA,1,120,0,1,Inactive
294382,SE,1,168,30,1,Inactive
294389,US,1,72,27,1,Inactive
294438,US,1,72,5,1,Inactive
294459,PH,1,240,29,1,Inactive
294494,RO,1,72,175,1,Active
294543,RS,1,144,287,1,Inactive
294571,US,1,72,0,1,Inactive
294578,US,1,30,271,1,Active
294613,GU,1,354,260,1,Inactive
294627,US,1,24,12,1,Inactive
294641,US,1,122.4,30,1,Inactive
294655,VN,2,244.8,218,2,Inactive
294662,JP,1,102,2,1,Inactive
294690,US,1,474,29,1,Inactive
294718,AU,3,288,93,1,Inactive
294739,JP,1,56.4,73,1,Inactive
294767,GB,2,192,90,2,Inactive
294774,KR,6,550.8,21,6,Inactive
294781,FR,1,72,52,1,Inactive
294788,DE,1,84,184,1,Inactive
294795,BR,1,151.2,26,1,Inactive
294809,CO,1,72,236,1,Inactive
294837,SI,2,660,349,2,Active
294851,US,1,72,26,1,Inactive
294858,US,1,30,0,1,Inactive
294872,US,1,780,62,1,Inactive
294886,CA,1,780,229,1,Inactive
294914,US,1,474,1,1,Inactive
294963,DE,1,156,0,1,Inactive
294991,US,1,870,182,1,Inactive
29502,CA,1,78,1162,1,Active
295026,US,2,102,7,2,Inactive
295068,AU,1,198,119,1,Inactive
295075,AF,1,30,0,1,Inactive
295096,VN,1,72,94,1,Inactive
295131,DE,1,252,28,1,Inactive
295138,JP,1,102,90,1,Inactive
295145,CY,2,360,46,2,Inactive
295166,VN,1,72,93,1,Inactive
295173,VN,1,72,61,1,Inactive
295180,US,2,249.6,160,2,Inactive
295194,US,1,417.6,303,1,Inactive
295201,DE,1,84,1,1,Inactive
295215,IT,1,120,2,1,Inactive
295250,US,1,1573.2,84,1,Inactive
295278,MA,2,318,4,2,Inactive
295306,US,1,396,29,1,Inactive
295313,BR,1,36,3,1,Inactive
295327,ES,1,30,2,1,Inactive
295348,US,1,480,15,1,Inactive
295362,US,1,450,51,1,Inactive
295369,VN,1,72,208,1,Inactive
295460,AE,1,36,67,1,Inactive
295488,US,3,365.4,161,3,Inactive
295495,US,2,384,142,2,Inactive
295516,US,1,1194,182,1,Inactive
295523,JP,1,60,156,1,Inactive
295565,IE,1,72,2,1,Inactive
295593,NL,1,120,2,1,Inactive
295600,US,1,132,0,1,Inactive
295607,US,1,144,273,1,Inactive
295635,CA,2,210,284,2,Inactive
295642,BR,1,84,93,1,Inactive
295663,US,1,720,62,1,Inactive
295670,LV,1,30,2,1,Inactive
295677,GB,1,120,1,1,Inactive
295684,SG,2,3690,123,2,Inactive
295698,GB,1,120,2,1,Inactive
295733,US,1,72,1,1,Inactive
295740,US,2,102,1,2,Inactive
295789,US,1,132,2,1,Inactive
295810,US,1,30,1,1,Inactive
295838,CA,1,78,122,1,Inactive
29586,NG,2,126,1638,2,Inactive
295866,BR,1,36,191,1,Active
295887,US,1,132,23,1,Inactive
295922,US,1,853.2,77,1,Inactive
295957,IT,1,288,49,1,Active
295985,GB,2,1626,110,2,Inactive
296006,GB,1,120,56,1,Inactive
296034,CA,2,174,143,2,Inactive
296041,US,1,72,6,1,Inactive
296048,US,1,72,1,1,Inactive
296055,BR,1,84,1,1,Inactive
296076,US,1,72,27,1,Inactive
296083,MY,2,102,544,2,Inactive
296111,ES,4,5796,840,4,Inactive
296118,US,1,96,0,1,Inactive
296139,GB,1,30,8,1,Active
296216,DE,5,480,530,5,Inactive
296244,PY,1,30,1,1,Inactive
296265,US,1,348,28,1,Inactive
296279,ID,1,96,1,1,Inactive
296286,BR,1,84,94,1,Inactive
296300,US,2,204,57,2,Inactive
296314,US,2,102,25,2,Inactive
296328,US,2,378,46,2,Inactive
296349,US,1,348,23,1,Inactive
296370,MY,1,132,0,1,Inactive
296377,GB,1,120,6,1,Inactive
296419,US,1,30,0,1,Inactive
296433,PL,1,72,137,1,Inactive
296496,US,1,30,32,1,Inactive
296510,US,1,2400,14,1,Inactive
296538,AU,1,144,241,1,Inactive
296545,IN,1,252,289,1,Active
296552,US,2,1188,92,2,Inactive
296573,SE,1,100.8,191,1,Inactive
296615,IL,1,216,129,1,Inactive
296643,SK,1,120,1,1,Inactive
296650,US,2,132,43,2,Inactive
296664,US,2,1621.2,94,2,Inactive
296685,BR,1,72,1,1,Active
296692,US,1,1440,44,1,Inactive
296706,US,1,180,28,1,Inactive
296741,AU,1,815.04,31,1,Inactive
296769,NL,1,84,21,1,Inactive
296860,US,2,153.6,351,2,Active
296867,VN,1,72,55,1,Inactive
296874,ID,1,72,117,1,Inactive
296888,EG,1,72,0,1,Inactive
296923,JP,1,162.48,50,1,Inactive
296951,CA,1,61.2,175,1,Inactive
296986,CA,1,78,94,1,Inactive
296993,PL,1,84,231,1,Active
297042,GB,1,661.2,89,1,Inactive
297049,IT,1,102,0,1,Inactive
297063,US,2,204,0,2,Inactive
297077,HK,1,912,1,1,Inactive
297112,US,1,948,28,1,Inactive
297140,NL,1,30,25,1,Inactive
297154,GB,1,120,6,1,Inactive
297175,AU,1,132,0,1,Inactive
297182,IL,2,1137.6,122,2,Inactive
297196,DE,3,150,3,3,Inactive
297210,NL,3,741.6,71,3,Inactive
297245,TH,1,72,56,1,Inactive
297273,US,1,96,0,1,Inactive
297280,US,1,72,1,1,Inactive
297294,VN,2,7344,536,2,Active
297315,CN,1,90,28,1,Inactive
297322,BD,1,144,23,1,Inactive
297329,DE,1,156,2,1,Inactive
297336,GB,1,120,27,1,Inactive
297350,UA,1,132,98,1,Inactive
297378,US,1,450,31,1,Inactive
297392,US,1,72,30,1,Inactive
297420,US,1,360,28,1,Inactive
297427,BR,1,84,2,1,Inactive
297441,AU,1,132,31,1,Inactive
297455,ES,2,204,8,2,Inactive
297462,US,1,72,2,1,Inactive
297469,US,1,72,1,1,Inactive
297490,CN,2,653.4,183,2,Inactive
297497,JP,1,518.88,244,1,Inactive
297511,AT,1,79.8,84,1,Inactive
297518,JP,1,72,67,1,Inactive
297525,AD,1,81.24,266,1,Inactive
297532,PK,1,348,54,1,Inactive
297546,BR,2,240,18,2,Inactive
297553,US,1,180,23,1,Inactive
297560,US,1,132,91,1,Inactive
297609,US,1,72,20,1,Inactive
297630,FR,1,120,60,1,Inactive
297637,US,1,156,109,1,Inactive
297651,GB,1,73.44,175,1,Inactive
297672,DE,1,132,0,1,Inactive
297728,US,1,164.16,56,1,Inactive
297742,US,1,72,56,1,Inactive
297749,US,1,72,25,1,Inactive
297791,US,1,72,3,1,Inactive
297819,US,1,252,142,1,Inactive
297840,IN,1,72,0,1,Inactive
297889,CA,1,132,34,1,Inactive
297917,US,1,72,32,1,Inactive
297931,PL,1,168,28,1,Inactive
297959,US,1,72,95,1,Inactive
297973,IN,1,72,2,1,Inactive
298001,IT,1,84,27,1,Inactive
298043,US,1,96,1,1,Inactive
298078,AF,2,204,4,2,Inactive
298085,US,1,90,74,1,Inactive
298092,US,1,72,25,1,Inactive
298127,CA,1,78,5,1,Inactive
298134,JP,1,2700.48,273,1,Inactive
298162,CN,1,30,1,1,Inactive
29824,GB,1,136.8,1049,1,Inactive
298267,BR,1,156,18,1,Inactive
298274,US,1,72,1,1,Inactive
298302,US,1,72,30,1,Inactive
298323,US,1,144,29,1,Inactive
298337,US,1,417.6,225,1,Inactive
298358,VN,2,156,437,2,Active
298393,JP,1,81.24,253,1,Inactive
298435,ES,1,30,12,1,Inactive
298449,US,1,552,0,1,Inactive
298463,BE,5,1477.2,231,5,Inactive
298498,SE,1,100.8,5,1,Inactive
298512,GB,1,252,261,1,Active
298533,BR,1,84,150,1,Inactive
298540,US,1,180,30,1,Inactive
298554,GB,1,120,2,1,Inactive
298575,BR,1,84,78,1,Inactive
298582,JP,1,1285.92,89,1,Inactive
298624,BE,1,36,182,1,Active
298666,VN,3,506.4,220,3,Inactive
298722,DE,1,156,32,1,Inactive
298729,FR,1,156,1,1,Inactive
298743,GB,1,120,2,1,Inactive
298757,CA,1,78,0,1,Inactive
298764,BR,1,156,302,1,Active
298778,US,1,948,30,1,Inactive
298806,HK,1,72,197,1,Inactive
298813,AU,1,198,0,1,Inactive
298820,US,1,180,84,1,Inactive
298869,AF,1,468,172,1,Inactive
298876,OM,1,30,3,1,Inactive
298890,MA,1,120,2,1,Inactive
298897,US,1,90,34,1,Inactive
298904,DE,1,84,12,1,Inactive
298925,US,1,72,30,1,Inactive
298939,US,1,348,199,1,Inactive
299037,SE,1,72,264,1,Inactive
299058,SG,1,72,25,1,Inactive
299079,US,1,119.64,20,1,Inactive
299093,MA,1,72,1,1,Inactive
299107,SE,1,948,92,1,Inactive
299121,US,1,68.4,83,1,Active
299135,US,1,72,2,1,Inactive
299149,VN,1,144,61,1,Inactive
299156,US,1,132,65,1,Inactive
299170,NO,5,468,279,5,Inactive
